Entry	Entry Name	Protein names	Gene Names	Mass	Interacts with	Subunit structure
P11065	HPR_BACSU	DNA-binding transcriptional repressor ScoC (HTH-type transcriptional regulator Hpr) (Protease production regulatory protein Hpr)	hpr catA scoC BSU09990	23713	O34483	SUBUNIT: Homodimer. Interacts with SinR. {ECO:0000255|HAMAP-Rule:MF_01911, ECO:0000269|PubMed:15104138, ECO:0000269|PubMed:16923912, ECO:0000269|Ref.11}.
P12049	PURS_BACSU	Phosphoribosylformylglycinamidine synthase subunit PurS (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit III) (FGAR amidotransferase III) (FGAR-AT III) (Phosphoribosylformylglycinamidine synthase subunit III)	purS yexA BSU06460	9755		SUBUNIT: Homodimer or homotetramer. Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits. {ECO:0000269|PubMed:15301532}.
P12464	RPOE_BACSU	DNA-directed RNA polymerase subunit delta (RNAP delta factor)	rpoE BSU37160	20399		SUBUNIT: RNAP is composed of a core of 2 alpha, a beta and a beta' subunit. The core is associated with a delta subunit, and at least one of epsilon or omega (PubMed:18289874, PubMed:21710567, PubMed:6802805). When a sigma factor is associated with the core the holoenzyme is formed, which can initiate transcription (PubMed:18289874). {ECO:0000269|PubMed:18289874, ECO:0000269|PubMed:21710567, ECO:0000269|PubMed:6802805}.
P12667	NUCA_BACSU	DNA-entry nuclease (EC 3.-.-.-) (Competence-specific nuclease)	nucA comI BSU03430	16259		SUBUNIT: This protein is a subunit of a 75 kDa protein complex, which governs binding and entry of donor DNA. The complex is a tetramer of two subunits of the DNA-entry nuclease and two subunits of a competence-specific protein. Only the complex is able to bind ds- and ss-DNA.
P12878	RS14B_BACSU	Small ribosomal subunit protein uS14B (30S ribosomal protein S14 type Z) (30S ribosomal protein S14-1) (BSA)	rpsN1 rpsN rpsNA rpsZ BSU01290	7246		SUBUNIT: Part of the 30S ribosomal subunit (PubMed:17163968, PubMed:30126986). Contacts proteins S3 and S10 (By similarity). {ECO:0000255|HAMAP-Rule:MF_01364, ECO:0000269|PubMed:17163968, ECO:0000269|PubMed:30126986}.
P13243	ALF_BACSU	Probable fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)	fbaA fba fba1 orfY-tsr BSU37120	30401		
P13267	DPO3_BACSU	DNA polymerase III PolC-type (PolIII) (EC 2.7.7.7)	polC dnaF mutI BSU16580	162663		
P13484	TAGE_BACSU	Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52) (Major teichoic acid biosynthesis protein E)	tagE gtaA rodD BSU35730	78304		
P13714	LDH_BACSU	L-lactate dehydrogenase (L-LDH) (EC 1.1.1.27)	ldh lctE BSU03050	34802		SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00488, ECO:0000305|Ref.7}.
P14192	GLMU_BACSU	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU gcaD tms tms-26 BSU00500	49610		SUBUNIT: Homotrimer. {ECO:0000255|HAMAP-Rule:MF_01631}.
P14194	CTC_BACSU	General stress protein Ctc (CTC) (50S ribosomal protein L25) (Large ribosomal subunit protein bL25)	ctc BSU00520	22056		SUBUNIT: Part of the ribosome (presumably the 50S subunit) under heat-stress but not control growth conditions. Binds 5S rRNA. {ECO:0000269|PubMed:12432960, ECO:0000269|PubMed:15236599}.
P15400	SACX_BACSU	Probable PTS system sucrose-specific EIIBC component (Negative regulator of SacY activity) [Includes: Phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system EIIB component); Permease IIC component (PTS system EIIC component)]	sacX sacS BSU38410 ipa-14r	49024		
P16440	RISA_BACSU	Riboflavin synthase (RS) (EC 2.5.1.9) (Heavy riboflavin synthase alpha subunit) (HRS alpha subunit) (Light riboflavin synthase)	ribE ribB BSU23270	23481		SUBUNIT: Homotrimer. Can interact with 6,7-dimethyl-8-ribityllumazine synthase, forming a lumazine synthase/riboflavin synthase complex, also designated as 'heavy riboflavin synthase complex', which consists of a trimer of riboflavin synthase enclosed within an icosahedral structure composed of 60 subunits of 6,7-dimethyl-8-ribityllumazine synthase. {ECO:0000269|PubMed:2106516, ECO:0000269|PubMed:3083108, ECO:0000269|PubMed:6766130}.
P16497	KINA_BACSU	Sporulation kinase A (EC 2.7.13.3) (Stage II sporulation protein F) (Stage II sporulation protein J)	kinA gsiC scoD spoIIF spoIIJ BSU13990	69171	P16497; Q7WY62; P06628	
P17620	RIBBA_BACSU	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	ribBA ribA BSU23260	44121		
P17820	DNAK_BACSU	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK BSU25470	66002		
P17894	RECN_BACSU	DNA repair protein RecN (Recombination protein N)	recN BSU24240	64508		SUBUNIT: Forms multimers, possibly octamers; these become larger following DNA damage. Recruited to foci following DNA damage; probably interacts with RecF and RecO.
P17903	RSBV_BACSU	Anti-sigma-B factor antagonist (Anti-anti-sigma-B factor)	rsbV BSU04710	11939		SUBUNIT: Monomer (Probable). In stressed cells, forms a complex with RsbW. The predominant form of this complex has a stoichiometry of 2:2 (one dimer of RsbW is bound by two monomers of RsbV). Binds to RsbW in the presence of low levels of ATP or under conditions of energy or environmental stress (through dephosphorylation by RsbP or RsbU). {ECO:0000269|PubMed:12270815, ECO:0000305}.
P18157	GLPK_BACSU	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK BSU09290	55080		SUBUNIT: Homotetramer and homodimer (in equilibrium). {ECO:0000255|HAMAP-Rule:MF_00186}.
P18159	PGCA_BACSU	Phosphoglucomutase (PGM) (EC 5.4.2.2) (Alpha-phosphoglucomutase) (Glucose phosphomutase)	pgcA gtaC gtaE yhxB BSU09310	64663		
P18185	CARY_BACSU	Carbamoyl phosphate synthase arginine-specific large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain)	carB cpaB BSU11240	112798		SUBUNIT: Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4. {ECO:0000255|HAMAP-Rule:MF_01210}.
P18579	MURB_BACSU	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	murB ylxC BSU15230	32808		
P19219	ADAA_BACSU	Bifunctional transcriptional activator/DNA repair enzyme AdaA (Methylphosphotriester-DNA methyltransferase) (Methylphosphotriester-DNA--protein-cysteine S-methyltransferase) (EC 2.1.1.n11)	adaA BSU01810	24299		
P19220	ADAB_BACSU	Methylated-DNA--protein-cysteine methyltransferase, inducible (EC 2.1.1.63) (O-6-methylguanine-DNA alkyltransferase) (O6-methylguanine-DNA methyltransferase) (MGMT)	adaB BSU01820	20124		
P19638	UDPK_BACSU	Undecaprenol kinase (UdpK) (EC 2.7.1.66)	dgkA dgk yqxF BSU25310	13639		
P19940	RPSG_BACSU	RNA polymerase sigma-G factor (Stage III sporulation protein G)	sigG spoIIIG BSU15330	30073		SUBUNIT: Interacts with anti-sigma-G factor Gin (csfB) (PubMed:18208527, PubMed:19497328). {ECO:0000269|PubMed:18208527, ECO:0000269|PubMed:19497328}.
P19994	MAP11_BACSU	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M)	map BSU01380	27409		SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_01974}.
P20429	RPOA_BACSU	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA BSU01430	34799	P25144; P39779	SUBUNIT: Homodimer. RNAP is composed of a core of 2 alpha, a beta and a beta' subunit. The core is associated with a delta subunit, and at least one of epsilon or omega (PubMed:18289874, PubMed:21710567, PubMed:6802805). When a sigma factor is associated with the core the holoenzyme is formed, which can initiate transcription (PubMed:18289874). {ECO:0000255|HAMAP-Rule:MF_00059, ECO:0000269|PubMed:18289874, ECO:0000269|PubMed:21710567, ECO:0000269|PubMed:6802805}.
P20668	GLTC_BACSU	Transcriptional dual regulator GltC (HTH-type transcriptional regulator GltC)	gltC BSU18460	34047	P39633	SUBUNIT: Interacts with gutamate dehydrogenase RocG. {ECO:0000269|PubMed:17608797}.
P21466	RS4_BACSU	Small ribosomal subunit protein uS4 (30S ribosomal protein S4) (BS4)	rpsD BSU29660	22835		SUBUNIT: Part of the 30S ribosomal subunit (PubMed:30126986). Contacts protein S5. The interaction surface between S4 and S5 is involved in control of translational fidelity. {ECO:0000269|PubMed:30126986}.
P21467	RS5_BACSU	Small ribosomal subunit protein uS5 (30S ribosomal protein S5) (BS5)	rpsE spcA BSU01330	17623		SUBUNIT: Part of the 30S ribosomal subunit (PubMed:30126986). Contacts proteins S4 and S8 (By similarity). {ECO:0000250, ECO:0000269|PubMed:30126986}.
P21879	IMDH_BACSU	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205) (Superoxide-inducible protein 12) (SOI12)	guaB gnaB BSU00090	52991		SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_01964}.
P21880	DLDH1_BACSU	Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of pyruvate complex) (S complex, 50 kDa subunit)	pdhD aceD citL BSU14610	49733		SUBUNIT: Homodimer. Component of two multienzyme complexes: pyruvate dehydrogenase complex and oxoglutarate dehydrogenase complex.
P21881	ODPA_BACSU	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1) (S complex, 42 kDa subunit) (Vegetative protein 220) (VEG220)	pdhA aceA BSU14580	41548		SUBUNIT: Heterodimer of an alpha and a beta chain.
P21882	ODPB_BACSU	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1) (S complex, 36 kDa subunit)	pdhB aceB BSU14590	35474		SUBUNIT: Heterodimer of an alpha and a beta chain.
P22322	GPR_BACSU	Germination protease (EC 3.4.24.78) (GPR endopeptidase) (Germination proteinase) (Spore protease)	gpr BSU25540	40283		SUBUNIT: Homotetramer.
P23445	FLII_BACSU	Flagellum-specific ATP synthase (EC 7.1.2.2)	fliI BSU16240	47338		
P23545	PHOR_BACSU	Alkaline phosphatase synthesis sensor protein PhoR (EC 2.7.13.3)	phoR BSU29100	65122		SUBUNIT: Oligomerizes, probably forms homodimers. Interacts with FloA, colocalizes with FloA-only membrane rafts. Oligomerization is assisted by FloA (PubMed:25909364). Another study shows only minor colocalization with FloA or FloT (PubMed:27362352). {ECO:0000269|PubMed:25909364, ECO:0000269|PubMed:27362352}.
P23914	LEVR_BACSU	Transcriptional regulatory protein LevR [Includes: Putative phosphotransferase EIIA component (EC 2.7.1.-) (Putative PTS system EIIA component)]	levR BSU27080	105833		
P23966	MENB_BACSU	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB BSU30800	29899		
P24009	COXX2_BACSU	Protoheme IX farnesyltransferase 2 (EC 2.5.1.141) (Heme B farnesyltransferase 2) (Heme O synthase 2)	ctaB2 BSU14880	33946		SUBUNIT: Interacts with CtaA. {ECO:0000269|PubMed:15491161}.
P24010	COX1_BACSU	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Caa-3605 subunit 1) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I) (Oxidase aa(3) subunit 1)	ctaD BSU14900	69028		
P24072	CHEY_BACSU	Chemotaxis protein CheY	cheY cheB BSU16330	13310		SUBUNIT: Phosphorylated CheY binds to FliM and FliY. {ECO:0000269|PubMed:12920116}.
P24073	FLIY_BACSU	Flagellar motor switch phosphatase FliY (EC 3.-.-.-) (CheY-P phosphatase FliY) (Flagellar motor switch protein FliY)	fliY cheD BSU16320	41052		
P24136	OPPD_BACSU	Oligopeptide transport ATP-binding protein OppD (EC 7.4.2.6) (Stage 0 sporulation protein KD)	oppD spo0KD BSU11460	39764		SUBUNIT: The complex is composed of two ATP-binding proteins (OppD and OppF), two transmembrane proteins (OppB and OppC) and a solute-binding protein (OppA). {ECO:0000305|PubMed:1901616}.
P24137	OPPF_BACSU	Oligopeptide transport ATP-binding protein OppF (EC 7.4.2.6) (Stage 0 sporulation protein KE)	oppF spo0KE BSU11470	34748		SUBUNIT: The complex is composed of two ATP-binding proteins (OppD and OppF), two transmembrane proteins (OppB and OppC) and a solute-binding protein (OppA). {ECO:0000305|PubMed:1901616}.
P24138	OPPB_BACSU	Oligopeptide transport system permease protein OppB (Stage 0 sporulation protein KB)	oppB spo0KB BSU11440	34075		SUBUNIT: The complex is composed of two ATP-binding proteins (OppD and OppF), two transmembrane proteins (OppB and OppC) and a solute-binding protein (OppA). {ECO:0000305|PubMed:1901616}.
P24139	OPPC_BACSU	Oligopeptide transport system permease protein OppC (Stage 0 sporulation protein KC)	oppC spo0KC BSU11450	33621		SUBUNIT: The complex is composed of two ATP-binding proteins (OppD and OppF), two transmembrane proteins (OppB and OppC) and a solute-binding protein (OppA). {ECO:0000305|PubMed:1901616}.
P24500	FLGB_BACSU	Flagellar basal body rod protein FlgB	flgB BSU16180	14443		SUBUNIT: The basal body constitutes a major portion of the flagellar organelle and consists of a number of rings mounted on a central rod. In Gram-negative bacteria, at least four rings, L, P, S and M are present, whereas Gram-positive bacteria lack the L and P rings. The rod consists of about 26 subunits of FlgG in the distal portion, and FlgB, FlgC and FlgF build up the proximal portion of the rod with about 6 subunits each. Rod assembly occurs by export via the flagellum-specific pathway of its constituent proteins and by their incorporation into the rod structure in the probable order of FlgB, FlgC, FlgF and FlgG. Another protein, FliE, also assembles onto the stable rod structure. {ECO:0000269|PubMed:9159525}.
P25151	SYY2_BACSU	Tyrosine--tRNA ligase 2 (EC 6.1.1.1) (Tyrosyl-tRNA synthetase 2) (TyrRS 2)	tyrS2 tyrR tyrS1 tyrT tyrZ BSU38460 ipa-9r	47100		SUBUNIT: Homodimer.
P25503	HUTU_BACSU	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	hutU BSU39360 EE57A	60600		SUBUNIT: Composed of at least two subunits. {ECO:0000269|PubMed:4990470}.
P25955	COMGC_BACSU	Competence protein ComGC (ComG operon protein 3)	comGC comG3 BSU24710	10850		SUBUNIT: The transformation pili are flexible filaments, consisting mainly of the major pilin ComGC and smaller amounts of the minor pilins, including at least ComGD, ComGF and ComGG. Homodimer. Forms higher-order multimers. Interacts with ComGG; the interaction is probably direct. {ECO:0000250|UniProtKB:Q8DN88}.
P25959	COMGG_BACSU	Competence protein ComGG (ComG operon protein 7) (Minor pilin ComGG)	comGG comG7 BSU24670	14540		SUBUNIT: The transformation pili are flexible filaments, consisting mainly of the major pilin ComGC and smaller amounts of the minor pilins, including at least ComGD, ComGF and ComGG. Interacts with ComGC; the interaction is probably direct. Interacts with ComGD. Interacts with ComGF. May act as a link between ComGC, ComGD and ComGF (By similarity). Homodimer; disulfide-linked. A minor fraction of ComGG is found as a disulfide-bonded homodimer. {ECO:0000250|UniProtKB:Q8CY84}.
P25971	PYRF_BACSU	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF BSU15550	25992		SUBUNIT: Homodimer. {ECO:0000269|PubMed:10681442}.
P25993	CARA_BACSU	Carbamoyl phosphate synthase pyrimidine-specific small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain 2)	pyrAA BSU15510	40119		SUBUNIT: Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4 (By similarity). Interacts with BrxC (PubMed:33722570). {ECO:0000255|HAMAP-Rule:MF_01209, ECO:0000269|PubMed:33722570}.
P25994	CARB_BACSU	Carbamoyl phosphate synthase pyrimidine-specific large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain)	pyrAB BSU15520	117650		SUBUNIT: Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4 (By similarity). Interacts with BrxC (PubMed:33722570). {ECO:0000255|HAMAP-Rule:MF_01210, ECO:0000269|PubMed:33722570}.
P26379	PTFA_BACSU	PTS system fructose-specific EIIA component (EIIA-Fru) (Fructose-specific phosphotransferase enzyme IIA component) (lev-PTS) (p16)	levD sacL BSU27070	16257		
P26900	ASPG1_BACSU	L-asparaginase 1 (L-ASNase 1) (EC 3.5.1.1) (L-asparagine amidohydrolase 1)	ansA BSU23580	36455		SUBUNIT: Homotetramer.
P26901	CATA_BACSU	Vegetative catalase (EC 1.11.1.6)	katA kat kat-19 BSU08820	54791		
P26902	DPPA_BACSU	D-aminopeptidase (EC 3.4.11.-)	dppA dciAA BSU12920	30159		SUBUNIT: Homodecamer. A 20 Angstroms wide channel runs through the complex, giving access to a central chamber holding the active sites. {ECO:0000269|PubMed:11473256}.
P26936	SP4FA_BACSU	Stage IV sporulation protein FA	spoIVFA bofB BSU27980	29607	O35002	SUBUNIT: Forms a complex with BofA and SpoIVFB localized in the mother-cell membrane surrounding the forespore. {ECO:0000269|PubMed:11959848}.
P26937	SP4FB_BACSU	Stage IV sporulation protein FB (EC 3.4.24.-)	spoIVFB bofB BSU27970	33640	P12254	SUBUNIT: Forms a complex with SpoIVFA and BofA localized in the mother-cell membrane surrounding the forespore. {ECO:0000269|PubMed:11959848}.
P27206	SRFAA_BACSU	Surfactin synthase subunit 1	srfAA srfA srfA1 BSU03480	402146		
P27620	TAGA_BACSU	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase (EC 2.4.1.187) (Major teichoic acid biosynthesis protein A) (N-acetylmannosaminyltransferase) (UDP-N-acetylmannosamine transferase) (UDP-N-acetylmannosamine:N-acetylglucosaminyl pyrophosphorylundecaprenol N-acetylmannosaminyltransferase)	tagA BSU35750	29499		
P27876	TPIS_BACSU	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi BSU33920	27030		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00147}.
P28264	FTSA_BACSU	Cell division protein FtsA	ftsA BSU15280	48192	O34894; P17865	SUBUNIT: Homodimer (PubMed:11298280). Interacts with FtsZ (PubMed:16159787). {ECO:0000269|PubMed:11298280, ECO:0000269|PubMed:16159787}.
P28368	HPF_BACSU	Ribosome hibernation promotion factor (HPF) (Hst23) (Putative sigma-54 modulation protein) (SigL modulation protein)	yvyD hpf yviI BSU35310 orf189	21980		SUBUNIT: Interacts with 100S ribosomes. Not associated with 70S ribosome monomers, about 1 monomer per ribosome (PubMed:22950019). {ECO:0000255|HAMAP-Rule:MF_00839, ECO:0000269|PubMed:22950019}.
P28598	CH60_BACSU	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	groEL groL mopA BSU06030	57425		SUBUNIT: Forms a cylinder of 14 subunits composed of two heptameric rings stacked back-to-back. Interacts with the co-chaperonin GroES. {ECO:0000255|HAMAP-Rule:MF_00600}.
P28619	RNPH_BACSU	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph BSU28370	26681		SUBUNIT: Homohexameric ring arranged as a trimer of dimers (PubMed:14767080). It has been suggested that the active form is the dimer which binds tRNA and that the hexameric form protects the substrate recognition loop (approximately residues 65-82) from proteolysis (PubMed:14767080). {ECO:0000255|HAMAP-Rule:MF_00564, ECO:0000269|PubMed:14767080}.
P30300	GLPP_BACSU	Glycerol uptake operon antiterminator regulatory protein	glpP glpP1 BSU09270	21609		
P31103	NDK_BACSU	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk BSU22730	16959		SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00451}.
P31114	HEPS2_BACSU	Heptaprenyl diphosphate synthase component 2 (HepPP synthase subunit 2) (EC 2.5.1.30) (Spore germination protein C3)	hepT gerC3 gerCC hepB BSU22740	39516		SUBUNIT: Heterodimer of component I and II.
P32081	CSPB_BACSU	Cold shock protein CspB (Major cold shock protein)	cspB cspA BSU09100	7365		SUBUNIT: Homodimer. Interacts with RNA helicase CshB when cells are transcriptionally active. {ECO:0000269|PubMed:16352840}.
P33166	EFTU_BACSU	Elongation factor Tu (EF-Tu) (P-40)	tuf tufA BSU01130	43593	P39751; Q01465	SUBUNIT: Monomer (By similarity). Interacts with BrxC (PubMed:33722570). {ECO:0000250|UniProtKB:P0CE48, ECO:0000269|PubMed:33722570}.
P33690	COMQ_BACSU	Tryptophan prenyltransferase ComQ (EC 2.5.1.-) (Competence regulatory protein ComQ)	comQ BSU31710	34218		
P34956	QOX1_BACSU	Quinol oxidase subunit 1 (EC 1.10.3.-) (Oxidase aa(3)-600 subunit 1) (Quinol oxidase aa3-600, subunit QoxB) (Quinol oxidase polypeptide I)	qoxB BSU38160 ipa-38d	73838		
P34957	QOX2_BACSU	Quinol oxidase subunit 2 (EC 1.10.3.-) (Oxidase aa(3)-600 subunit 2) (Quinol oxidase aa3-600, subunit QoxA) (Quinol oxidase polypeptide II)	qoxA BSU38170 ipa-37d	36282		SUBUNIT: Interacts with FloT. {ECO:0000269|PubMed:23651456}.
P35150	DACB_BACSU	D-alanyl-D-alanine carboxypeptidase DacB (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5*) (PBP-5*) (Penicillin-binding protein 5a) (PBP-5a)	dacB BSU23190	43081		
