Entry	Entry Name	Protein names	Gene Names	Mass	Interacts with	Subunit structure
P0ABL3	NAPB_ECOLI	Periplasmic nitrate reductase, electron transfer subunit (Diheme cytochrome c NapB)	napB yejY b2203 JW5367	16297	P33937	SUBUNIT: Component of the periplasmic nitrate reductase NapAB complex composed of NapA and NapB. The interaction between NapA and NapB is weak. {ECO:0000269|PubMed:10234835, ECO:0000269|PubMed:17130127}.
P0ABN1	KDGL_ECOLI	Diacylglycerol kinase (DAGK) (EC 2.7.1.107) (Diglyceride kinase) (DGK)	dgkA dgk b4042 JW4002	13245		SUBUNIT: Homotrimer. {ECO:0000269|PubMed:19556511, ECO:0000269|PubMed:23676677, ECO:0000269|PubMed:25012698, ECO:0000269|PubMed:26673816, ECO:0000269|PubMed:9168044}.
P0ABN5	DCUA_ECOLI	C4-dicarboxylate transporter DcuA	dcuA genA b4138 JW5735	45751		
P0ABN9	DCUB_ECOLI	Anaerobic C4-dicarboxylate transporter DcuB	dcuB genF b4123 JW4084	47935		SUBUNIT: Interacts with DcuS (PubMed:27318186). DcuB/DcuS complexes are present both in the absence or presence of fumarate (PubMed:27318186). {ECO:0000269|PubMed:27318186}.
P0ABP3	DCUC_ECOLI	Anaerobic C4-dicarboxylate transporter DcuC	dcuC b0621 JW0613/JW0616	48412		
P0ABP8	DEOD_ECOLI	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD pup b4384 JW4347	25950	P0ABP8	SUBUNIT: Homohexamer; trimer of homodimers. {ECO:0000255|HAMAP-Rule:MF_01627, ECO:0000269|PubMed:11786017, ECO:0000269|PubMed:21672603, ECO:0000269|PubMed:235429, ECO:0000269|PubMed:30337572, ECO:0000269|PubMed:9653038}.
P0ABQ0	COABC_ECOLI	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	coaBC dfp b3639 JW5642	43438	P0A7L0; P0A7Z4	SUBUNIT: Homododecamer (PubMed:10922366, PubMed:11358972). The CoaC domain is responsible for dodecamer formation (PubMed:11358972). The CoaB domain forms homodimers (PubMed:12140293). {ECO:0000269|PubMed:10922366, ECO:0000269|PubMed:11358972, ECO:0000269|PubMed:12140293}.
P0ABQ4	DYR_ECOLI	Dihydrofolate reductase (EC 1.5.1.3)	folA tmrA b0048 JW0047	17999	P77609	
P0ABR9	MHPB_ECOLI	2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase (EC 1.13.11.16) (3-carboxyethylcatechol 2,3-dioxygenase)	mhpB b0348 JW0339	34196		SUBUNIT: Homotetramer. {ECO:0000269|PubMed:8399388}.
P0ABS1	DKSA_ECOLI	RNA polymerase-binding transcription factor DksA (DnaK suppressor protein)	dksA b0145 JW0141	17528		SUBUNIT: Interacts directly with the RNA polymerase. {ECO:0000255|HAMAP-Rule:MF_00926, ECO:0000269|PubMed:15294156, ECO:0000269|PubMed:15294157}.
P0ABS5	DNAG_ECOLI	DNA primase (EC 2.7.7.101)	dnaG dnaP parB b3066 JW3038	65565	P0ACB0; P0A7L0; P0AGE0	SUBUNIT: Monomer. Interacts with DnaB. The primase-helicase complex is composed of up to three DnaG bound to one DnaB hexamer. {ECO:0000255|HAMAP-Rule:MF_00974, ECO:0000269|PubMed:14557266, ECO:0000269|PubMed:1511009, ECO:0000269|PubMed:15649896, ECO:0000269|PubMed:17010164, ECO:0000269|PubMed:340457, ECO:0000269|PubMed:8917517}.
P0ABT2	DPS_ECOLI	DNA protection during starvation protein (EC 1.16.-.-)	dps pexB vtm b0812 JW0797	18695	P0A8Q6; P03004; P0ABT2	SUBUNIT: Homododecamer. The 12 subunits form a hollow sphere into which the mineral iron core of up to 500 Fe(3+) can be deposited. {ECO:0000269|PubMed:9546221, ECO:0000269|Ref.20}.
P0ABU0	MENB_ECOLI	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB b2262 JW2257	31633	P67910	SUBUNIT: Homohexamer. Dimer of a homotrimer. {ECO:0000269|PubMed:20643650, ECO:0000269|PubMed:21830810, ECO:0000269|PubMed:22606952, ECO:0000269|PubMed:23658663}.
P0ABU2	YCHF_ECOLI	Ribosome-binding ATPase YchF	ychF engD gtp1 b1203 JW1194	39667		SUBUNIT: Monomer. {ECO:0000269|PubMed:21527254}.
P0ABU7	EXBB_ECOLI	Biopolymer transport protein ExbB	exbB b3006 JW2974	26287	P0ABV2; P02929	SUBUNIT: The accessory proteins ExbB and ExbD seem to form a complex with TonB.
P0ABU9	TOLQ_ECOLI	Tol-Pal system protein TolQ	tolQ fii b0737 JW0727	25598		SUBUNIT: The Tol-Pal system is composed of five core proteins: the inner membrane proteins TolA, TolQ and TolR, the periplasmic protein TolB and the outer membrane protein Pal. They form a network linking the inner and outer membranes and the peptidoglycan layer (PubMed:17233825). TolQ interacts with the N-terminal domain of TolA and with TolR (PubMed:7744737, PubMed:10419942). {ECO:0000269|PubMed:10419942, ECO:0000269|PubMed:7744737, ECO:0000305|PubMed:17233825}.
P0ABV2	EXBD_ECOLI	Biopolymer transport protein ExbD	exbD b3005 JW2973	15527	P0ABU7; P0ABV2; P02929	SUBUNIT: The accessory proteins ExbB and ExbD seem to form a complex with TonB.
P0ABV6	TOLR_ECOLI	Tol-Pal system protein TolR	tolR b0738 JW0728	15383		SUBUNIT: The Tol-Pal system is composed of five core proteins: the inner membrane proteins TolA, TolQ and TolR, the periplasmic protein TolB and the outer membrane protein Pal. They form a network linking the inner and outer membranes and the peptidoglycan layer (PubMed:17233825). TolR forms homodimers (PubMed:10419942, PubMed:26354441). Interacts with the N-terminal domain of TolA and with TolQ (PubMed:7744737, PubMed:10419942). {ECO:0000269|PubMed:10419942, ECO:0000269|PubMed:26354441, ECO:0000269|PubMed:7744737, ECO:0000305|PubMed:17233825}.
P0ABZ1	FLIG_ECOLI	Flagellar motor switch protein FliG	fliG fla AII.2 fla BII b1939 JW1923	36776	P25798; P0ABZ1; P06974; P76010	SUBUNIT: Forms dimers and other homooligomers. Interacts with MotA via residues in its C-terminus. Interacts with flagellar brake protein YcgR. {ECO:0000269|PubMed:20346719}.
P0ABZ6	SURA_ECOLI	Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA) (PPIase SurA) (EC 5.2.1.8) (Rotamase SurA) (Survival protein A)	surA b0053 JW0052	47284	P77774	
P0AC00	FRLB_ECOLI	Fructoselysine 6-phosphate deglycase (EC 3.5.-.-)	frlB yhfN b3371 JW5700	38569		SUBUNIT: Homododecamer. {ECO:0000269|PubMed:12147680}.
P0AC02	BAMD_ECOLI	Outer membrane protein assembly factor BamD	bamD yfiO b2595 JW2577	27829	P76459; P0A940; P0A903; P0A937	SUBUNIT: Part of the Bam complex, which is composed of the outer membrane protein BamA, and four lipoproteins BamB, BamC, BamD and BamE. Forms a subcomplex with BamC and BamE. Interacts directly with BamA. The Bam complex has the shape of a hat, with the BamA beta-barrel crown in the outer membrane and the periplasmic brim formed by the BamA POTRA domains and the 4 lipoproteins (PubMed:27686148, PubMed:26900875, PubMed:26901871, PubMed:26744406). {ECO:0000269|PubMed:15851030, ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:16824102, ECO:0000269|PubMed:20378773, ECO:0000269|PubMed:21586578, ECO:0000269|PubMed:21823654, ECO:0000269|PubMed:21937441, ECO:0000269|PubMed:22281737, ECO:0000269|PubMed:26744406, ECO:0000269|PubMed:26900875, ECO:0000269|PubMed:26901871, ECO:0000269|PubMed:27686148}.
P0AC13	DHPS_ECOLI	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	folP dhpS b3177 JW3144	30615		SUBUNIT: Homodimer. {ECO:0000269|PubMed:4304228, ECO:0000269|PubMed:9187658}.
P0AC16	FOLB_ECOLI	Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin 2'-epimerase) (7,8-dihydroneopterin aldolase) (7,8-dihydroneopterin epimerase) (EC 5.1.99.8) (Dihydroneopterin epimerase)	folB ygiG b3058 JW3030	13620		SUBUNIT: Homooctamer. {ECO:0000269|PubMed:9651328}.
P0AC19	FOLX_ECOLI	Dihydroneopterin triphosphate 2'-epimerase (EC 5.1.99.7) (D-erythro-7,8-dihydroneopterin triphosphate epimerase)	folX b2303 JW2300	14082		SUBUNIT: Homooctamer. {ECO:0000269|PubMed:10378270, ECO:0000269|PubMed:9651328}.
P0AC23	FOCA_ECOLI	Formate channel FocA (Formate transporter FocA)	focA ycaE b0904 JW0887	30991		SUBUNIT: Homopentamer (PubMed:20041954, PubMed:24659605, PubMed:33169422). Interacts directly with the pyruvate formate-lyase PflB (PubMed:24887098). PflB interacts with the cytoplasmically oriented face of FocA and the N-terminal helix of FocA is important for this specific interaction (PubMed:24887098). Also interacts with the ketobutyrate/pyruvate formate-lyase TdcE (PubMed:28955877). {ECO:0000269|PubMed:20041954, ECO:0000269|PubMed:24659605, ECO:0000269|PubMed:24887098, ECO:0000269|PubMed:28955877, ECO:0000269|PubMed:33169422}.
P0AC30	FTSX_ECOLI	Cell division protein FtsX	ftsX ftsS b3462 JW3427	38544	P37690	SUBUNIT: Forms a membrane-associated complex with FtsE.
P0AC33	FUMA_ECOLI	Fumarate hydratase class I, aerobic (EC 4.2.1.2) (Fumarase A) (Oxaloacetate keto--enol-isomerase) (OAAKE isomerase) (Oxaloacetate tautomerase) (EC 5.3.2.2)	fumA b1612 JW1604	60299	P0AC33	SUBUNIT: Homodimer. {ECO:0000269|PubMed:1329945, ECO:0000269|PubMed:3282546}.
P0AC38	ASPA_ECOLI	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)	aspA b4139 JW4099	52356	P0A6Y8	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:9230045}.
P0AC41	SDHA_ECOLI	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	sdhA b0723 JW0713	64422	P07014	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, cytochrome b-556, and a hydrophobic anchor protein. The complex forms trimers. Can be cross-linked to SdhE (PubMed:26644464). {ECO:0000269|PubMed:12560550, ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:16407191, ECO:0000269|PubMed:19710024, ECO:0000269|PubMed:26644464}.
P0AC44	DHSD_ECOLI	Succinate dehydrogenase hydrophobic membrane anchor subunit	sdhD b0722 JW0712	12868		SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. The complex can form homotrimers. {ECO:0000269|PubMed:12560550, ECO:0000269|PubMed:16407191, ECO:0000269|PubMed:19710024}.
P0AC47	FRDB_ECOLI	Fumarate reductase iron-sulfur subunit (EC 1.3.5.1) (Quinol-fumarate reductase iron-sulfur subunit) (QFR iron-sulfur subunit)	frdB b4153 JW4114	27123	P00363; P08337; P0A915	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein (FrdA), an iron-sulfur protein (FrdB), and two hydrophobic anchor proteins (FrdC and FrdD). {ECO:0000269|PubMed:10373108, ECO:0000269|PubMed:11850430}.
P0AC53	G6PD_ECOLI	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49) [Cleaved into: Extracellular death factor (EDF)]	zwf b1852 JW1841	55704	P0A988; P0AC53	SUBUNIT: EDF binds to MazF; mutated EDF (sequence NNGNN) does not (PubMed:21419338). In pull-down experiments interacts with CedA (PubMed:28818726). {ECO:0000269|PubMed:21419338, ECO:0000269|PubMed:28818726}.
P0AC55	GLNK_ECOLI	Nitrogen regulatory protein GlnK (Nitrogen regulatory protein P-II 2) (PII-like protein)	glnK ybaI b0450 JW0440	12259	P69681; P0A9Z1; P27249; P0AC55; P0AFB5	SUBUNIT: Homotrimer (PubMed:10760266, PubMed:9733647, PubMed:17220269). In response to elevation of the extracellular ammonium concentration, interacts and forms a complex with AmtB (PubMed:11847102, PubMed:14668330, PubMed:17220269, PubMed:17190799, PubMed:16864585, PubMed:20639578). Binds to the cytoplasmic face of AmtB with a stoichiometry of AmtB(3):GlnK(3) (PubMed:17220269, PubMed:17190799). Sequestration by AmtB is reversible (PubMed:14668330). In nitrogen-poor medium, can form heterotrimers with GlnB (PII protein) (PubMed:10760266). {ECO:0000269|PubMed:10760266, ECO:0000269|PubMed:11847102, ECO:0000269|PubMed:14668330, ECO:0000269|PubMed:16864585, ECO:0000269|PubMed:17190799, ECO:0000269|PubMed:17220269, ECO:0000269|PubMed:20639578, ECO:0000269|PubMed:9733647}.
P0AC69	GLRX4_ECOLI	Glutaredoxin 4 (Grx4) (Monothiol glutaredoxin)	grxD ydhD b1654 JW1646	12879	P0ABE2; P0A9W6	SUBUNIT: Homodimer. {ECO:0000269|PubMed:19505088}.
P0AC75	KDTA_ECOLI	3-deoxy-D-manno-octulosonic acid transferase (Kdo transferase) (EC 2.4.99.12) (EC 2.4.99.13) (Bifunctional Kdo transferase) (Kdo-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase)	waaA kdtA b3633 JW3608	47291		
P0AC78	WECA_ECOLI	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33) (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-phosphate GlcNAc-1-phosphate transferase)	wecA rfe b3784 JW3758	40957		
P0AC81	LGUL_ECOLI	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	gloA b1651 JW1643	14920	P0A6Y8	SUBUNIT: Homodimer. {ECO:0000269|PubMed:10913283}.
P0AC84	GLO2_ECOLI	Hydroxyacylglutathione hydrolase GloB (EC 3.1.2.6) (Glyoxalase II) (Glx II)	gloB yafR b0212 JW0202	28434		SUBUNIT: Monomer. {ECO:0000269|PubMed:17196158}.
P0AC88	GM4D_ECOLI	GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)	gmd yefA yefN b2053 JW2038	42047		SUBUNIT: Homodimer. {ECO:0000269|PubMed:10673432}.
P0AC98	SATP_ECOLI	Succinate-acetate/proton symporter SatP (Succinate-acetate transporter protein)	satP yaaH b0010 JW0009	20071		
P0ACB0	DNAB_ECOLI	Replicative DNA helicase (EC 3.6.4.12)	dnaB groP grpA b4052 JW4012	52390	P03004; P0ACB0; P0AEF0; P0ABS5; P06710; P23862; P09980	SUBUNIT: Homohexamer.
P0ACB2	HEM2_ECOLI	Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	hemB ncf b0369 JW0361	35625		SUBUNIT: Homooctamer. {ECO:0000269|PubMed:10194344, ECO:0000269|PubMed:11444968, ECO:0000269|PubMed:11909869, ECO:0000269|PubMed:8439296}.
P0ACB4	HEMG_ECOLI	Protoporphyrinogen IX dehydrogenase [quinone] (EC 1.3.5.3) (Protoporphyrinogen IX dehydrogenase [menaquinone]) (Protoporphyrinogen IX dehydrogenase [ubiquinone]) (Protoporphyrinogen oxidase) (PPO)	hemG yihB b3850 JW3827	21226	P00363	SUBUNIT: Homotetramer (Probable). Homohexamer. Purified from membrane fractions associated with fumarate reductase (subunit FrdA) (PubMed:20484676). {ECO:0000269|PubMed:20484676, ECO:0000305|PubMed:19583219}.
P0ACC1	PRMC_ECOLI	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (M.EcoKHemKP) (N5-glutamine methyltransferase PrmC) (Protein release factor methylation C) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	prmC hemK b1212 JW1203	30975		SUBUNIT: Interacts with PrfA and PrfB. {ECO:0000269|PubMed:15223314, ECO:0000269|PubMed:16364916}.
P0ACC3	ERPA_ECOLI	Iron-sulfur cluster insertion protein ErpA	erpA yadR b0156 JW0152	12100		SUBUNIT: Homodimer. {ECO:0000305}.
P0ACC7	GLMU_ECOLI	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU yieA b3730 JW3708	49190	P0A7V0	SUBUNIT: Homotrimer. In vivo forms a hexameric aggregate. {ECO:0000269|PubMed:10428949, ECO:0000269|PubMed:11329257, ECO:0000269|PubMed:17473010, ECO:0000269|PubMed:21984832, ECO:0000269|PubMed:22297115}.
P0ACD4	ISCU_ECOLI	Iron-sulfur cluster assembly scaffold protein IscU (Sulfur acceptor protein IscU)	iscU nifU yfhN b2529 JW2513	13849	P0A6B7; P0ACD4	SUBUNIT: Homodimer. Forms a heterotetramer with IscS; each subunit of the IscS dimer contacts an IscU monomer. {ECO:0000269|PubMed:11577100, ECO:0000269|PubMed:22203963}.
P0ACD8	MBHL_ECOLI	Hydrogenase-1 large chain (HYD1) (EC 1.12.99.6) (Membrane-bound hydrogenase 1 large subunit) (NiFe hydrogenase)	hyaB b0973 JW0955	66253	P69739; P19930	SUBUNIT: Heterodimer of a large and a small subunit.
P0ACE0	MBHM_ECOLI	Hydrogenase-2 large chain (HYD2) (EC 1.12.99.6) (Membrane-bound hydrogenase 2 large subunit) (NiFe hydrogenase)	hybC b2994 JW2962	62491	P0AAM7	SUBUNIT: Heterodimer of a large and a small subunit.
P0ACE3	HHA_ECOLI	Hemolysin expression-modulating protein Hha	hha b0460 JW0449	8628	P0ACF8	SUBUNIT: Forms a heterotrimeric complex with the H-NS dimer in the absence of DNA. {ECO:0000269|PubMed:10778755, ECO:0000269|PubMed:11790731, ECO:0000269|PubMed:16650431, ECO:0000269|PubMed:21600204, ECO:0000269|PubMed:26085102}.
P0ACE7	HINT_ECOLI	Purine nucleoside phosphoramidase (EC 3.9.1.-) (Histidine triad nucleotide binding protein HinT) (HIT protein)	hinT ycfF b1103 JW1089	13241		SUBUNIT: Homodimer. {ECO:0000269|PubMed:15703176, ECO:0000269|PubMed:20934431}.
P0ACF0	DBHA_ECOLI	DNA-binding protein HU-alpha (HU-2) (NS2)	hupA b4000 JW3964	9535	P03004; P0ACF0; P0ACF4	SUBUNIT: Heterodimer of an alpha and a beta chain. {ECO:0000269|PubMed:227733}.
P0ACF4	DBHB_ECOLI	DNA-binding protein HU-beta (HU-1) (NS1)	hupB hopD b0440 JW0430	9226	P0ACF0; P0ACF4	SUBUNIT: Heterodimer of an alpha and a beta chain. {ECO:0000269|PubMed:227733}.
P0ACF8	HNS_ECOLI	DNA-binding protein H-NS (Heat-stable nucleoid-structuring protein) (Histone-like protein HLP-II) (Protein B1) (Protein H1)	hns bglY cur drdX h-ns hnsA msyA osmZ pilG topS b1237 JW1225	15540	P64467; P0ACE3; P0ACF8; P0ACG1	SUBUNIT: Homodimer, also found as tetramers or higher oligomers (PubMed:4566454, PubMed:338303, PubMed:3135462, PubMed:8913298, PubMed:9398522, PubMed:8755860, PubMed:12460581, PubMed:23601147). Oligomerizes into higher-order complexes that form bridges between adjacent DNA helices. The N-terminal region (residues 1-64) can interact with overexpressed StpA (PubMed:8755860). Forms a complex with Cnu (YdgT) (PubMed:21600204). The H-NS dimer forms a heterotrimeric complex with Hha in the absence of DNA; this is mediated by residues 1-46 (PubMed:21600204, PubMed:11790731, PubMed:16650431, PubMed:26085102). Interacts with Hfq (PubMed:2020545). {ECO:0000269|PubMed:11790731, ECO:0000269|PubMed:16650431, ECO:0000269|PubMed:2020545, ECO:0000269|PubMed:21600204, ECO:0000269|PubMed:23601147, ECO:0000269|PubMed:26085102, ECO:0000269|PubMed:3135462, ECO:0000269|PubMed:338303, ECO:0000269|PubMed:4566454, ECO:0000269|PubMed:8755860, ECO:0000269|PubMed:8913298, ECO:0000269|PubMed:9398522, ECO:0000305|PubMed:12460581}.
P0ACG1	STPA_ECOLI	DNA-binding protein StpA (H-NS homolog StpA)	stpA hnsB b2669 JW2644	15348	P0ACF8	SUBUNIT: When overexpressed forms homodimers, can interact with the N-terminus (residues 1-64) of H-NS (PubMed:8755860). May interact with Hha and/or Cnu. {ECO:0000269|PubMed:8755860, ECO:0000305}.
P0ACG8	HSLR_ECOLI	Heat shock protein 15 (HSP15)	hslR yrfH b3400 JW3363	15496	P06993; P28224; P0A7V0; Q79E92	SUBUNIT: Monomer.
P0ACJ0	LRP_ECOLI	Leucine-responsive regulatory protein	lrp alsB ihb livR oppI b0889 JW0872	18887	P0ACJ0; P0AFW4	SUBUNIT: Homodimer.
P0ACJ8	CRP_ECOLI	DNA-binding transcriptional dual regulator CRP (Catabolite activator protein) (CAP) (Catabolite gene activator) (cAMP receptor protein) (CRP) (cAMP regulatory protein) (cAMP-activated global transcriptional regulator CRP)	crp cap csm b3357 JW5702	23640	P0ACJ8; P0AFG0; P23862; P0A7K2; P0A8E5	SUBUNIT: Homodimer, which upon binding cAMP is able to bind DNA. AR1 of the upstream subunit binds to the C-terminus of RNAP subunit RpoA, AR2 of the downstream subunit binds to the N-terminus of RpoA while AR3 binds to sigma-70 (rpoD) (PubMed:11124031, PubMed:12202833, PubMed:1646077, PubMed:1653449, PubMed:19359484, PubMed:19805344, PubMed:19903881, PubMed:2828639, PubMed:2839152, PubMed:6286624, PubMed:8757802, PubMed:8978616, PubMed:9096308, Ref.44). Interacts with SpfP (PubMed:35239441). {ECO:0000269|PubMed:11124031, ECO:0000269|PubMed:12202833, ECO:0000269|PubMed:1646077, ECO:0000269|PubMed:1653449, ECO:0000269|PubMed:19359484, ECO:0000269|PubMed:19805344, ECO:0000269|PubMed:19903881, ECO:0000269|PubMed:2828639, ECO:0000269|PubMed:2839152, ECO:0000269|PubMed:35239441, ECO:0000269|PubMed:6286624, ECO:0000269|PubMed:8757802, ECO:0000269|PubMed:8978616, ECO:0000269|PubMed:9096308, ECO:0000269|Ref.44}.
P0ACN4	ALLR_ECOLI	HTH-type transcriptional repressor AllR (Negative regulator of allantoin and glyoxylate utilization operons)	allR glxA3 ybbU b0506 JW0494	29270	P0ACN4; P31552	SUBUNIT: Homotetramer and homodimer. Homotetramer in its active, DNA-bound form. Homodimer in its inactive form. {ECO:0000269|PubMed:16546208}.
P0ACP7	PURR_ECOLI	HTH-type transcriptional repressor PurR (Pur regulon repressor) (Purine nucleotide synthesis repressor)	purR b1658 JW1650	38175	P64503	SUBUNIT: Homodimer. {ECO:0000269|PubMed:11781089, ECO:0000269|PubMed:1400170, ECO:0000269|PubMed:7973627, ECO:0000269|PubMed:9278422, ECO:0000269|PubMed:9628480, ECO:0000269|Ref.17}.
P0ACQ4	OXYR_ECOLI	Hydrogen peroxide-inducible genes activator (Morphology and auto-aggregation control protein)	oxyR momR mor b3961 JW3933	34276		SUBUNIT: Homodimer and homotetramer.
